,npi_number,name,url,street_address,city,state,zip_code,publish_date,combined_address,latitude,longitude
635,1215948096,PANHANDLE EMERGENCY PHYSICIANS,https://healthcare.ascension.org/-/media/project/ascension/healthcare/price-transparency-files/fl/590634434_ascension-sacred-heart-pensacola_standardcharges.xlsx,5151 N 9TH AVE,PENSACOLA,FL,32504-8721,,"['5151 N 9TH AVE', 'PENSACOLA', 'FL']",NA,NA
636,1215969787,The Hospitals of Providence Sierra Campus,https://www.thehospitalsofprovidence.com/docs/global/standard-charges/954537720_thehospitalsofprovidencesierracampus_standardcharges.json?sfvrsn=803dfdaa_4&download=true,1625 Medical Center Dr.,El Paso,TX,79902,,"['1625 Medical Center Dr.', 'El Paso', 'TX']",NA,NA
637,1215974134,Raulerson Hospital,https://raulersonhospital.com/about/legal/pricing-transparency-cms-required-file-of-standard-charges.dot,1796 Hwy 441 North,Okeechobee,FL,34972,2021-01-01 00:00:00 +0000 UTC,"['1796 Hwy 441 North', 'Okeechobee', 'FL']",NA,NA
638,1215974134.0,Raulerson Hospital,https://raulersonhospital.com/about/legal/pricing-transparency-cms-required-file-of-standard-charges.dot,1796 Hwy 441 North,Okeechobee,FL,34972.0,2021-01-01 00:00:00 +0000 UTC,"['1796 Hwy 441 North', 'Okeechobee', 'FL']",NA,NA
639,1215981295,Los Robles Regional Medical Center,https://losrobleshospital.com/about/legal/pricing-transparency-cms-required-file-of-standard-charges.dot,215 West Janss Rd,Thousand Oaks,CA,91360,2021-01-01 00:00:00 +0000 UTC,"['215 West Janss Rd', 'Thousand Oaks', 'CA']",NA,NA
640,1215989611,Fairview Hospital,https://my.clevelandclinic.org/-/scassets/files/org/patients-visitors/hospital-standard-charge-files/fairview-hospital.ashx,18101 Lorain Ave.,Cleveland,OH,44111,2020-12-31 00:00:00 +0000 UTC,"['18101 Lorain Ave.', 'Cleveland', 'OH']",NA,NA
641,1215989975.0,Medical City Denton,https://medicalcitydenton.com/about/legal/pricing-transparency-cms-required-file-of-standard-charges.dot,13155 Noel Rd. Suite 200,Dallas,TX,75240.0,2021-01-01 00:00:00 +0000 UTC,"['13155 Noel Rd. Suite 200', 'Dallas', 'TX']",NA,NA
642,1225001928,Encompass Health Rehabilitation Hospital of Albuquerque,https://encompasshealth.com/locations/albuquerquerehab/transparency-healthcare,7000 JEFFERSON ST NE,ALBUQUERQUE,NM,871094313,,"['7000 JEFFERSON ST NE', 'ALBUQUERQUE', 'NM']",NA,NA
643,1225001936,Encompass Health Rehabilitation Hospital of Concord,https://encompasshealth.com/locations/concordrehab/transparency-healthcare,254 PLEASANT ST,CONCORD,NH,033012551,,"['254 PLEASANT ST', 'CONCORD', 'NH']",NA,NA
644,1225042963,"OAKWOOD HEALTHCARE, INC.",https://www.beaumont.org/patients-families/billing/pricing/2021-beaumont-health-price-transparency-information,33155 ANNAPOLIS ST,WAYNE,MI,48184-2405,2021-01-17 00:00:00 +0000 UTC,"['33155 ANNAPOLIS ST', 'WAYNE', 'MI']",NA,NA
645,1225049018,Essentia Health-Deer River,https://www.essentiahealth.org/app/files/public/3620/deer-river-hospital-service-charges.csv,115 10th Ave NE,Deer River,MN,56636,,"['115 10th Ave NE', 'Deer River', 'MN']",NA,NA
646,1225067796,St. Francis Regional Medical Center Urgent Care,https://www.allinahealth.org/-/media/allina-health/files/customer-service/billing-and-insurance/363261413-st-francis-standardcharges.xlsx?la=en&hash=DCA9EC83037380D24AF6772E90DAC069,,Shakopee,MN,,,"[nan, 'Shakopee', 'MN']",NA,NA
647,1225071491,ASCENSION COLUMBIA ST MARY'S HOSPITAL MILWAUKEE,https://healthcare.ascension.org/-/media/project/ascension/healthcare/price-transparency-files/wi/390806315_ascension-columbia-st-marys-hospital-milwaukee-incl-columbia-st-marys-womens-hospital_standardcharges.xlsx,2323 N LAKE DR,MILWAUKEE,WI,53211-4508,,"['2323 N LAKE DR', 'MILWAUKEE', 'WI']",NA,NA
648,1225085871,Lee's Summit Medical Center,https://leessummitmedicalcenter.com/about/legal/pricing-transparency-cms-required-file-of-standard-charges.dot,2100 SE Blue Parkway,Lees Summit,MO,64063,2021-01-01 00:00:00 +0000 UTC,"['2100 SE Blue Parkway', 'Lees Summit', 'MO']",NA,NA
649,1225087190,ASCENSION ST FRANCIS HOSPITAL,https://healthcare.ascension.org/-/media/project/ascension/healthcare/price-transparency-files/wi/390907740_ascension-st-francis-hospital_standardcharges.xlsx,3237 S 16TH ST,MILWAUKEE,WI,53215,,"['3237 S 16TH ST', 'MILWAUKEE', 'WI']",NA,NA
650,1225088966,"OAKWOOD HEALTHCARE, INC.",https://www.beaumont.org/patients-families/billing/pricing/2021-beaumont-health-price-transparency-information,10000 TELEGRAPH RD,TAYLOR,MI,48180-3330,2021-01-17 00:00:00 +0000 UTC,"['10000 TELEGRAPH RD', 'TAYLOR', 'MI']",NA,NA
651,1225090954,St. Joseph Regional Medical Center,https://www.stjoeshealing.org/media/file/010212435_St_%20Joseph%20Hospital%20Bangor_Standard%20Charges.xml,415 6th St,Lewiston,ID,83501-2431,,"['415 6th St', 'Lewiston', 'ID']",NA,NA
652,1225113376,Carondelet St. Mary's Hospital,https://www.carondelet.org/docs/global/standard-charges/474131755_carondeletst-mary'shospital_standardcharges.json?sfvrsn=333666fd_4&download=true,1601 W. St. Mary's Road,Tucson,AZ,85745,,"[""1601 W. St. Mary's Road"", 'Tucson', 'AZ']",NA,NA
653,1225150444,Doctors Hospital of Sarasota,https://doctorsofsarasota.com/about/legal/pricing-transparency-cms-required-file-of-standard-charges.dot,5731 Bee Ridge Rd,Sarasota,FL,34233,2021-01-01 00:00:00 +0000 UTC,"['5731 Bee Ridge Rd', 'Sarasota', 'FL']",NA,NA
654,1225156888,Aurora Medical Center Kenosha,https://www.aurorahealthcare.org/-/media/aurorahealthcareorg/documents/billing-insurance/pricing-transparency/kenosha-pt1-publication-20210101.xlsx?la=en&hash=1A13AC9F96FDD430DD78A3B2A5DBC524C1E8B9EC,10400 75TH ST,KENOSHA,WI,53142,,"['10400 75TH ST', 'KENOSHA', 'WI']",NA,NA
655,1225195340,IU Health Ball Memorial Hospital,https://cdn.iuhealth.org/resources/35-0867958_IU-Health-Ball-Memorial-Hospital_standardcharges.txt?mtime=20210202165406&focal=none,2401 W University Ave,Muncie,IN,47303,,"['2401 W University Ave', 'Muncie', 'IN']",NA,NA
656,1225232366,Massachusetts General Hospital,https://www.massgeneral.org/notices/billing/CMS-required-hospital-charge-data,55 Fruit St,Boston,MA,02114,,"['55 Fruit St', 'Boston', 'MA']",NA,NA
657,1225332471,Avera Creighton Hospital,https://www.avera.org/app/files/public/73999/creighton-hospital-pricing.xls,1503 Main St,Creighton,NE,68729-3019,,"['1503 Main St', 'Creighton', 'NE']",NA,NA
658,1225589245,Franciscan Health Indianapolis,https://www.franciscanhealth.org/-/media/project/franciscan-health-alliance/franciscan-health/patient-resources/standard-charges/indianapolis_cdm.xlsx,,Indianapolis,IN,46237,,"[nan, 'Indianapolis', 'IN']",NA,NA
659,1235183542,South Pointe Hospital,https://my.clevelandclinic.org/-/scassets/files/org/patients-visitors/hospital-standard-charge-files/south-pointe-hospital.ashx,20000 Harvard Rd.,"Warrensville Heights,",OH,44128,2020-12-31 00:00:00 +0000 UTC,"['20000 Harvard Rd.', 'Warrensville Heights,', 'OH']",NA,NA
660,1235326935,SINAI GRACE HOSPITAL,https://www.dmc.org/patients/pricing-info-estimates/hospital-pricing-information,6071 W OUTER DR,DETROIT,MI,482352624,2021-01-18 00:00:00 +0000 UTC,"['6071 W OUTER DR', 'DETROIT', 'MI']",NA,NA
661,1235374034,DETROIT RECEIVING HOSPITAL,https://www.dmc.org/patients/pricing-info-estimates/hospital-pricing-information,4201 SAINT ANTOINE ST,DETROIT,MI,482012153,2021-01-18 00:00:00 +0000 UTC,"['4201 SAINT ANTOINE ST', 'DETROIT', 'MI']",NA,NA
662,1235391053,AdventHealth Winter Park,https://www.adventhealth.com/sites/default/files/CDM/2021/591479658_AdventHealthOrlando_standardcharges.xml,3099 ALOMA AVE,Winter Park,FL,32792,,"['3099 ALOMA AVE', 'Winter Park', 'FL']",NA,NA
663,1235406455,Sanford Aberdeen Medical Center,https://www.sanfordhealth.org/-/media/org/files/patients-and-visitors/billing-insurance/price-estimates/sanford-aberdeen-2021.csv?la=en&hash=36327CE7E06FCBBA6D7E7C819F9BDDAC947A147E,2905 3rd Ave Se,Aberdeen,SD,57401-5420,,"['2905 3rd Ave Se', 'Aberdeen', 'SD']",NA,NA
664,1235437401,Encompass Health Rehabilitation Hospital of Miami,https://www.encompasshealth.com/locations/miamirehab/transparency-healthcare,20601 OLD CUTLER ROAD,MIAMI,FL,33189,,"['20601 OLD CUTLER ROAD', 'MIAMI', 'FL']",NA,NA
665,1235515503,University Hospital,http://www.uhnj.org/transparency/files/221775306_UniversityHospital_StandardCharges.csv,150 Bergen St,Newark,NJ,07103,2021-01-01 00:00:00 +0000 UTC,"['150 Bergen St', 'Newark', 'NJ']",NA,NA
666,1235614983,CarePartners Rehabilitation Hospital,https://missionhealth.org/kaGZs2YoXr/301114775_carepartners-rehabilitation-hospital_standardcharges.csv,,,,,2021-01-01 00:00:00 +0000 UTC,"[nan, nan, nan]",NA,NA
667,1235777616,HARBORVIEW MEDICAL CENTER,https://www.uwmedicine.org/patient-resources/billing-and-insurance/charge-description-master-codes/harborview-fee-schedules,325 9TH AVE,SEATTLE,WA,98104,,"['325 9TH AVE', 'SEATTLE', 'WA']",NA,NA
668,1245203942,Encompass Health Rehabilitation Hospital of Richmond,https://encompasshealth.com/locations/richmondrehab/transparency-healthcare,5700 FITZHUGH AVE,RICHMOND,VA,23226,,"['5700 FITZHUGH AVE', 'RICHMOND', 'VA']",NA,NA
669,1245221050,Rancho Springs Medical Center,https://uhsfilecdn.eskycity.net/ac/southwest-healthcare-system_standard-charges.csv,25500 Medical Center Drive,Murrieta,CA,92562,,"['25500 Medical Center Drive', 'Murrieta', 'CA']",NA,NA
670,1245275734,BERT FISH MEDICAL CENTER INC,https://www.adventhealth.com/sites/default/files/CDM/2021/473793197_AdventHealthNew Smyrna_standardcharges.xml,401 PALMETTO ST,NEW SMYRNA BEACH,FL,32168,2021-01-26 00:00:00 +0000 UTC,"['401 PALMETTO ST', 'NEW SMYRNA BEACH', 'FL']",NA,NA
671,1245278209,Essentia Health-Duluth (Miller-Dwan Building),https://www.essentiahealth.org/app/files/public/3625/miller-dwan-hospital-service-charges.csv,502 E 2nd St,Duluth,MN,55805,,"['502 E 2nd St', 'Duluth', 'MN']",NA,NA
672,1245282227.0,Brigham City Community Hospital,https://brighamcityhospital.com/about/legal/pricing-transparency-cms-required-file-of-standard-charges.dot,"6985 Union Park Center, Suite 500",Cottonwood Heights,UT,84047.0,2021-01-01 00:00:00 +0000 UTC,"['6985 Union Park Center, Suite 500', 'Cottonwood Heights', 'UT']",NA,NA
673,1245337286,SageWest - Riverton,http://www.sagewesthealthcare.com/Content/Uploads/SageWest Healthcare/images/621762468_Sage_West_Standard_Charges_12192020.zip,2100 West Sunset Drive,Riverton,WY,82501,,"['2100 West Sunset Drive', 'Riverton', 'WY']",NA,NA
674,1245422567,Encompass Health Rehabilitation Hospital of Round Rock,https://encompasshealth.com/locations/roundrockrehab/transparency-healthcare,1400 HESTERS CROSSING RD,ROUND ROCK,TX,78681,,"['1400 HESTERS CROSSING RD', 'ROUND ROCK', 'TX']",NA,NA
675,1245445147,WILLIAM BEAUMONT HOSPITAL,https://www.beaumont.org/patients-families/billing/pricing/2021-beaumont-health-price-transparency-information,3601 W 13 MILE RD,ROYAL OAK,MI,48073-6712,2021-01-16 00:00:00 +0000 UTC,"['3601 W 13 MILE RD', 'ROYAL OAK', 'MI']",NA,NA
676,1245478205,Eureka Community Health Services Avera,https://www.avera.org/app/files/public/74002/eureka-community-health-services-pricing.xls,410 9th St,Eureka,SD,57437-2182,,"['410 9th St', 'Eureka', 'SD']",NA,NA
677,1245571546,Baylor Scott & White Charles A. Sammons Cancer Center - Dallas,https://www.bswrehab.com/-/media/project/baylorrehab/dotcom/usa/documents/pricing-confirmation-documents/cms-hospital-pricing-transparency-dallas.csv?t=20210106160139,3410 Worth St,Dallas,TX,75246,,"['3410 Worth St', 'Dallas', 'TX']",NA,NA
678,1164506317,Hale Ho'ola Hamakua,https://hhsc.pt.panaceainc.com/MRFDownload/hhsc/hale,100 Keokea Pl,Kula,HI,96790-7450,,"['100 Keokea Pl', 'Kula', 'HI']",NA,NA
679,1164510673,Palestine Regional Medical Center,http://www.palestineregional.com/Content/Uploads/Palestine Regional/files/742791525%20Palestine%20Regional%20Medical%20Center%20Standard%20Charges%2012162020.zip,2900 South Loop 256,Palestine,TX,75801,,"['2900 South Loop 256', 'Palestine', 'TX']",NA,NA
680,1164526786,ASCENSION SETON MEDICAL CENTER AUSTIN,https://healthcare.ascension.org/-/media/project/ascension/healthcare/price-transparency-files/tx/741109643_ascension-seton-medical-center-austin_standardcharges.xlsx,1201 W 38TH ST,AUSTIN,TX,78705-1006,,"['1201 W 38TH ST', 'AUSTIN', 'TX']",NA,NA
681,1164529400,Valley Baptist Medical Center,https://www.valleybaptist.net/docs/global/standard-charges/452662980_valleybaptistmedicalcenterharlingen_standardcharges.json?sfvrsn=a579d48a_4&download=true,2101 Pease Street,Harlingen,TX,78550,,"['2101 Pease Street', 'Harlingen', 'TX']",NA,NA
682,1164530465,ADVENTIST BOLINGBROOK HOSPITAL,https://healthcare.ascension.org/-/media/project/ascension/healthcare/price-transparency-files/il/651219504_adventist-bolingbrook-hospital_standardcharges.xlsx,500 REMINGTON BLVD,BOLINGBROOK,IL,60440-4906,,"['500 REMINGTON BLVD', 'BOLINGBROOK', 'IL']",NA,NA
683,1164553954,CHI Health Lakeside,https://www.chihealth.com/content/dam/chi-health/website/documents/cost-estimates/Charges_CSVreport_11_Jan_2021_Lakeside.csv,17201 Wright St,Omaha,NE,68130,2021-01-01 00:00:00 +0000 UTC,"['17201 Wright St', 'Omaha', 'NE']",NA,NA
684,1164590386,ASCENSION SAINT THOMAS RUTHERFORD,https://healthcare.ascension.org/-/media/project/ascension/healthcare/price-transparency-files/tn/620475842_ascension-saint-thomas-rutherford_standardcharges.xlsx,1700 MEDICAL CENTER PKWY,MURFREESBORO,TN,37129-2245,,"['1700 MEDICAL CENTER PKWY', 'MURFREESBORO', 'TN']",NA,NA
685,1164688495,KIMBLE HOSPITAL,https://kimblehospital.org/wp-content/uploads/2020/12/26-2294680_Kimble-Hospital_standardcharges.csv,349 REID RD,JUNCTION,TX,76849-3049,,"['349 REID RD', 'JUNCTION', 'TX']",NA,NA
686,1164688495-A,Kimble Hospital - Emergency Room,https://kimblehospital.org/wp-content/uploads/2020/12/26-2294680_Kimble-Hospital_standardcharges.csv,349 Reid Rd,Junction,TX,76849,2020-12-01 00:00:00 +0000 UTC,"['349 Reid Rd', 'Junction', 'TX']",NA,NA
687,1164725362,Encompass Health Rehabilitation Hospital of Gadsden,https://encompasshealth.com/locations/gadsdenrehab/transparency-healthcare,801 GOODYEAR AVE,GADSDEN,AL,35903,,"['801 GOODYEAR AVE', 'GADSDEN', 'AL']",NA,NA
688,1164732517,Valley View Medical Center,http://www.valleyviewmedicalcenter.net/Content/Uploads/Valley View Medical Center/files/320063628_Valley_View_Medical_Center_Standard_Charges_12192020.zip,5330 South Highway 95,Fort Mohave,AZ,86426,,"['5330 South Highway 95', 'Fort Mohave', 'AZ']",NA,NA
689,1164761631,Akron General Lodi Hospital,https://my.clevelandclinic.org/-/scassets/files/org/patients-visitors/hospital-standard-charge-files/lodi-hospital.ashx,225 Elyria St.,Lodi,OH,44254,2020-12-31 00:00:00 +0000 UTC,"['225 Elyria St.', 'Lodi', 'OH']",NA,NA
690,1164807624,BEN TAUB GENERAL HOSPITAL,https://www.harrishealth.org/SiteCollectionDocuments/financials/charge%20description%20master/2020-12-31%20CDM%20Transparency%20FY21.zip,1504 TAUB LOOP,HOUSTON,TX,77030-1608,,"['1504 TAUB LOOP', 'HOUSTON', 'TX']",NA,NA
691,1164863676,Vibra Hospital of Richmond,https://vhrichmond.com/wp-content/uploads/sites/33/2021/02/462640222_Vibra-Hospital-of-Richmond_Standard-Charges.xlsx,2220 Edward Holland Dr., Richmond,VA,23230,,"['2220 Edward Holland Dr.', ' Richmond', 'VA']",NA,NA
692,1184947756,HURON VALLEY SINAI HOSPITAL,https://www.dmc.org/patients/pricing-info-estimates/hospital-pricing-information,1 WILLIAM CARLS DR,COMMERCE TOWNSHIP,MI,483822201,2021-01-18 00:00:00 +0000 UTC,"['1 WILLIAM CARLS DR', 'COMMERCE TOWNSHIP', 'MI']",NA,NA
693,1184993727,Choctaw General Hospital,https://www.rushhealthsystems.org/sites/rhs/assets/File/Patients%20and%20Visitors/Pricing%20Transparency/Choctaw-General-Hospital.csv,401 Vanity Fair Lane,Butler,AL,36904,,"['401 Vanity Fair Lane', 'Butler', 'AL']",NA,NA
694,1194123349,"ADVENTIST HEALTH SYSTEM/SUNBELT, INC.",https://www.adventhealth.com/sites/default/files/CDM/2021/591113901_AdventHealthCarrollwood_standardcharges.xml,4001 W LINEBAUGH AVE,TAMPA,FL,33624-5236,,"['4001 W LINEBAUGH AVE', 'TAMPA', 'FL']",NA,NA
695,1194242990.0,Medical City Weatherford,https://medicalcityweatherford.com/about/legal/pricing-transparency-cms-required-file-of-standard-charges.dot,713 East Anderson Street,Weatherford,TX,76086.0,2021-01-01 00:00:00 +0000 UTC,"['713 East Anderson Street', 'Weatherford', 'TX']",NA,NA
696,1194713461,ASCENSION ST JOSEPH HOSPITAL,https://healthcare.ascension.org/-/media/project/ascension/healthcare/price-transparency-files/mi/381443395_ascension-st-joseph-hospital_standardcharges.xlsx,200 HEMLOCK ST,TAWAS CITY,MI,48763-9237,,"['200 HEMLOCK ST', 'TAWAS CITY', 'MI']",NA,NA
697,1194737817,"CHIPPEWA VALLEY HOSPITAL & OAKVIEW CARE CENTER, INC.",https://www.adventhealth.com/sites/default/files/CDM/2021/391365168_AdventHealthDurand_standardcharges.xml,1220 3RD AVE W,DURAND,WI,54736,2021-01-26 00:00:00 +0000 UTC,"['1220 3RD AVE W', 'DURAND', 'WI']",NA,NA
698,1194753590,Baylor Scott & White The Heart Hospital - Denton,https://www.bswhealth.com/SiteCollectionDocuments/patient-tools/estimate-cost-of-care/26-3603862_THE%20HEART%20HOSPITAL%20BAYLOR%20DENTON_standardcharges.csv,2801 S Mayhill Rd,Denton,TX,76208,,"['2801 S Mayhill Rd', 'Denton', 'TX']",NA,NA
699,1194763045,Lutheran Hospital,https://my.clevelandclinic.org/-/scassets/files/org/patients-visitors/hospital-standard-charge-files/lutheran-hospital.ashx,1730 West 25th Street,Cleveland,OH,44113,2020-12-31 00:00:00 +0000 UTC,"['1730 West 25th Street', 'Cleveland', 'OH']",NA,NA
700,1194766543,Canyon Vista Medical Center,http://www.canyonvistamedicalcenter.com/wp-content/uploads/2021/01/90-0942222_CANYON_VISTA_MEDICAL_CENTER_StandardCharges.zip,5700 E. Highway 90,Sierra Vista,AZ,85635,,"['5700 E. Highway 90', 'Sierra Vista', 'AZ']",NA,NA
701,1194771030,ASCENSION BORGESS LEE HOSPITAL,https://healthcare.ascension.org/-/media/project/ascension/healthcare/price-transparency-files/mi/381490190_ascension-borgess-lee-hospital_standardcharges.xlsx,420 WEST HIGH STREET,DOWAGIAC,MI,49047-1943,,"['420 WEST HIGH STREET', 'DOWAGIAC', 'MI']",NA,NA
702,1194774299,Sutter Auburn Faith Hospital,https://www.sutterhealth.org/pdf/chargemaster/chargemaster-safh.csv,11815 Education St,Auburn,CA,95602,2021-02-17 00:00:00 +0000 UTC,"['11815 Education St', 'Auburn', 'CA']",NA,NA
703,1194774919,WILLIAM BEAUMONT HOSPITALS,https://www.beaumont.org/patients-families/billing/pricing/2021-beaumont-health-price-transparency-information,3601 W 13 MILE RD,ROYAL OAK,MI,48073-6712,2021-01-16 00:00:00 +0000 UTC,"['3601 W 13 MILE RD', 'ROYAL OAK', 'MI']",NA,NA
704,1194798801,Encompass Health Rehabilitation Hospital of The Woodlands,https://encompasshealth.com/locations/thewoodlandsrehab/transparency-healthcare,18550 I H 45 S,CONROE,TX,77384,,"['18550 I H 45 S', 'CONROE', 'TX']",NA,NA
705,1194832477,NEW YORK PRESBYTERIAN HOSPITAL,https://www.nyp.org/patients-visitors/paying-for-care/hospital-price-transparency/standard-charges,622 WEST 168TH STREET,NEW YORK,NY,10032,2020-12-31 00:00:00 +0000 UTC,"['622 WEST 168TH STREET', 'NEW YORK', 'NY']",NA,NA
706,1194895227,San Rafael Medical Center,https://healthy.kaiserpermanente.org/content/dam/kporg/final/documents/health-plan-documents/coverage-information/941340523_SanRafaelMedicalCenter_standardcharges.xlsx,99 Montecillo Rd,San Rafael,CA,94903,2021-01-01 00:00:00 +0000 UTC,"['99 Montecillo Rd', 'San Rafael', 'CA']",NA,NA
707,1205018439,Baylor Scott & White Medical Center - Lake Pointe,https://www.bswhealth.com/SiteCollectionDocuments/patient-tools/estimate-cost-of-care/26-0194016_BAYLOR%20SCOTT%20&%20WHITE%20MEDICAL%20CENTER%20LAKE%20POINTE_standardcharges.csv,6800 Scenic Dr,Rowlett,TX,75088,,"['6800 Scenic Dr', 'Rowlett', 'TX']",NA,NA
708,1205076528,Encompass Health Rehabilitation Hospital of East Valley,https://encompasshealth.com/locations/eastvalleyrehab/transparency-healthcare,5652 EAST BASELINE ROAD,MESA,AZ,85206,,"['5652 EAST BASELINE ROAD', 'MESA', 'AZ']",NA,NA
709,1205362423,Bridgeport Hospital,https://www.bridgeporthospital.org/-/media/files/ynhhs/cm/122920/060646554_bridgeporthospital_standardcharges.csv?la=en&hash=5378BD4C6AE17B970C9ED16B8EBB0E7FA9A82703,226 Mill Hill Ave,Bridgeport,CT,06610-2826,,"['226 Mill Hill Ave', 'Bridgeport', 'CT']",NA,NA
710,1205824737,McLaren Lapeer Region,https://www.mclaren.org/Uploads/Public/Documents/corporate/ChargeMasterFile/2021/38-2689033_McLarenLapeer_standardcharges.csv,1375 N Main St,Lapeer,MI,48446,2021-01-01 00:00:00 +0000 UTC,"['1375 N Main St', 'Lapeer', 'MI']",NA,NA
711,1205828803,ASCENSION ST. VINCENT WARRICK,https://healthcare.ascension.org/-/media/project/ascension/healthcare/price-transparency-files/in/351343019_ascension-st-vincent-warrick_standardcharges.xlsx,1116 MILLIS AVE,BOONVILLE,IN,47601-2204,,"['1116 MILLIS AVE', 'BOONVILLE', 'IN']",NA,NA
712,1205860335,IU Health Bloomington Hospital,https://cdn.iuhealth.org/resources/35-1720796_IU-Health-Bloomington-Hospital_standardcharges.txt?mtime=20210202164419&focal=none,601 W 2nd St,Bloomington,IN,47403,,"['601 W 2nd St', 'Bloomington', 'IN']",NA,NA
713,1205871225,St. David's HealthCare,https://stdavids.com/about/legal/pricing-transparency-cms-required-file-of-standard-charges.dot,,Georgetown,,,2021-01-01 00:00:00 +0000 UTC,"[nan, 'Georgetown', nan]",NA,NA
714,1205874047.0,TriStar Greenview,https://tristargreenviewregional.com/about/legal/pricing-transparency-cms-required-file-of-standard-charges.dot,1801 Ashley Cir,Bowling Green,KY,42104.0,2021-01-01 00:00:00 +0000 UTC,"['1801 Ashley Cir', 'Bowling Green', 'KY']",NA,NA
715,1205880275.0,Medical City Plano,https://medicalcityplano.com/about/legal/pricing-transparency-cms-required-file-of-standard-charges.dot,3901 West 15th St,Plano,TX,75075.0,2021-01-01 00:00:00 +0000 UTC,"['3901 West 15th St', 'Plano', 'TX']",NA,NA
716,1205880945,Northside Hospital,https://northsidehospital.com/about/legal/pricing-transparency-cms-required-file-of-standard-charges.dot,6000 49th St North,St Petersburg,FL,33709,2021-01-01 00:00:00 +0000 UTC,"['6000 49th St North', 'St Petersburg', 'FL']",NA,NA
717,1205880945.0,Northside Hospital,https://northsidehospital.com/about/legal/pricing-transparency-cms-required-file-of-standard-charges.dot,6000 49th St North,St. Petersburg,FL,33709.0,2021-01-01 00:00:00 +0000 UTC,"['6000 49th St North', 'St. Petersburg', 'FL']",NA,NA
718,1205885027,WILLIAM BEAUMONT HOSPITAL,https://www.beaumont.org/patients-families/billing/pricing/2021-beaumont-health-price-transparency-information,3601 W 13 MILE RD,ROYAL OAK,MI,48073-6712,2021-01-16 00:00:00 +0000 UTC,"['3601 W 13 MILE RD', 'ROYAL OAK', 'MI']",NA,NA
719,1205935012,Children's of Alabama,https://www.childrensal.org/workfiles/Billing/630307306_ChildrensOfAlabama_StandardCharges.csv,1600 7th Ave S,Birmingham,AL,35233,2020-12-01 00:00:00 +0000 UTC,"['1600 7th Ave S', 'Birmingham', 'AL']",NA,NA
720,1205997269,DMC Hutzel Women's Hospital,https://www.dmc.org/docs/global/standard-charges/272844767_harperuniversityhospital-dmc_standardcharges.json?sfvrsn=2e993ad7_4&download=true,3990 John R Street,Detroit,MI,48201,,"['3990 John R Street', 'Detroit', 'MI']",NA,NA
721,1215006101,CHI Health Midlands,https://www.chihealth.com/content/dam/chi-health/website/documents/cost-estimates/Charges_CSVreport_11_Jan_2021_Midlands.csv,11111 S 84Th St,Papillion,NE,68046,2021-01-01 00:00:00 +0000 UTC,"['11111 S 84Th St', 'Papillion', 'NE']",NA,NA
722,1215087424,WILLIAM BEAUMONT HOSPITAL,https://www.beaumont.org/patients-families/billing/pricing/2021-beaumont-health-price-transparency-information,3535 W 13 MILE RD,ROYAL OAK,MI,48073-6710,2021-01-16 00:00:00 +0000 UTC,"['3535 W 13 MILE RD', 'ROYAL OAK', 'MI']",NA,NA
723,1215125463,Essentia Health-Fargo,https://www.essentiahealth.org/app/files/public/3622/fargo-hospital-service-charges.csv,3000 32nd Ave S,Fargo,ND,58103,,"['3000 32nd Ave S', 'Fargo', 'ND']",NA,NA
724,1215139233,ST JOHN MACOMB OAKLAND - OAKLAND CENTER,https://healthcare.ascension.org/-/media/project/ascension/healthcare/price-transparency-files/mi/383322109_ascension-macomb-oakland-hospital-madison-heights-campus_standardcharges.xlsx,27351 DEQUINDRE RD,MADISON HEIGHTS,MI,48071-3487,,"['27351 DEQUINDRE RD', 'MADISON HEIGHTS', 'MI']",NA,NA
725,1215172234,Grace Medical Center,https://www.lifebridgehealth.org/Uploads/Public/Documents/PriceTransparency/StandardCharges/Grace-Medical-Standard-Charges.xlsx,2000 W Baltimore St,Baltimore,MD,21223-1558,,"['2000 W Baltimore St', 'Baltimore', 'MD']",NA,NA
726,1215233176,SETON SHOAL CREEK HOSPITAL,https://healthcare.ascension.org/-/media/project/ascension/healthcare/price-transparency-files/tx/741109643_ascension-seton-shoal-creek-ip-psych_standardcharges.xlsx,3501 MILLS AVE,AUSTIN,TX,78731-6309,,"['3501 MILLS AVE', 'AUSTIN', 'TX']",NA,NA
727,1215359922,Wilson Medical Center,http://www.wilsonmedical.com/Content/Uploads/Wilson Medical/files/464317222_Wilson_Medical_Center_Standard_Charges_12202020.zip,1705 Tarboro Street SW,Wilson,NC,27893,,"['1705 Tarboro Street SW', 'Wilson', 'NC']",NA,NA
728,1215364682,Encompass Health Rehabilitation Hospital of New England,https://encompasshealth.com/locations/newenglandrehab/transparency-healthcare,2 REHABILITATION WAY,WOBURN,MA,018016003,,"['2 REHABILITATION WAY', 'WOBURN', 'MA']",NA,NA
729,1215444054,ADVENTHEALTH DADE CITY,https://www.adventhealth.com/sites/default/files/CDM/2021/822567308_AdventHealthDade City_standardcharges.xml,13100 FORT KING RD,DADE CITY,FL,33525,2021-01-26 00:00:00 +0000 UTC,"['13100 FORT KING RD', 'DADE CITY', 'FL']",NA,NA
